,name,form,rating,rawErg,erg,age,sire,fee,crop,dam,ems3,bmSire,damForm,sex_C,sex_F,sex_G,sex_R,avgSireRating,avgSireErg,avgSireForm,avgDamRating,avgDamErg,avgBmSireRating,avgBmSireErg,avgBmSireForm,sireIsElite,damIsElite,bmSireIsElite,sireIsEliteErg,damIsEliteErg,bmSireIsEliteErg,sireIsEliteForm,bmSireIsEliteForm,lineage_score
33311,Burnz da Boss,2,76,48,42,8,Street Boss,17500.0,9,Raucous Lady,49,Rock Hard Ten,2,0.0,0.0,1.0,0.0,67.35107747554153,21.991072080645775,1.639135175149835,66.79087894936137,34.679962811431174,63.76675558037168,37.6255392563169,1.6099629638737445,0,0,0,0,0,0,0,0,66.61735970710299
33312,Fire Angel Mikaela,2,76,16,16,12,Line of David,7500.0,3,Fashion Fur,23,Mr. Greeley,0,0.0,1.0,0.0,0.0,58.08973466202425,12.983421664980076,1.689340742900594,68.21876175611318,22.389301103240353,64.57079260162652,28.80666560646624,1.5970479210593018,0,0,0,0,0,0,0,0,62.607052835895715
33313,Vow Me Over,2,76,64,0,14,Broken Vow,25000.0,10,Over Andover,54,War Chant,2,0.0,1.0,0.0,0.0,66.26061613107518,30.01083784942216,1.695625389324586,67.02345219514147,27.069959712383774,65.43395019955831,28.35484482233792,1.66858978790183,0,0,0,0,0,0,0,0,66.40360886377086
33314,Ailish's Buttercup,2,75,32,27,11,Haynesfield,10000.0,3,Believeinthemoment,43,Cat Thief,2,0.0,1.0,0.0,0.0,57.57018157916693,18.31219929278479,1.5021512881613692,67.17549433397674,29.141501272969638,68.48717290885997,23.093047542616898,1.7816194947688586,0,0,0,0,0,0,0,1,62.56958974280431
33315,Bosphorus Storm,2,75,64,0,14,City Zip,20000.0,10,Dame Ursula,52,Elusive Quality,0,0.0,0.0,1.0,0.0,70.0704682991447,27.638541445525185,1.7524961986855683,65.0175891463561,29.92746978428783,65.26669642407602,32.20935386400928,1.6174472822641968,1,0,0,0,0,0,1,0,67.58139481440838
33316,Charlie Renee,2,75,25,0,15,Any Given Saturday,20000.0,4,Lady Quickstepper,37,Aldebaran,2,0.0,1.0,0.0,0.0,67.46763602787735,7.271899006531015,1.8363553809885902,65.69011886180814,26.403293045717106,68.31150453554997,26.40254804838942,1.7048282127983145,0,0,0,0,0,0,1,0,66.97208529590401
33317,Deep in a Dream,2,75,52,0,13,Quiet American,15000.0,21,Celebration Cat,53,Storm Cat,0,0.0,0.0,1.0,0.0,57.30703565854244,11.295987913715132,1.3563463000760396,66.29831148560889,26.80359241350957,67.87505798218025,28.003393941971595,1.6425347822934346,0,0,0,0,0,0,0,0,62.03918554656137
33318,Freakin Joe,2,75,20,19,11,Trappe Shot,10000.0,3,Top Time,37,Marquetry,2,1.0,0.0,0.0,0.0,62.84243657169018,24.1861659651804,1.7581955701076708,62.885428422779846,22.98930110324035,66.06949245186445,17.27420416511323,1.648077000040021,0,0,0,0,0,0,1,0,63.341542101597696
33319,Jewish Holiday,2,75,42,0,14,Purim,7500.0,4,Red Dot,47,Diesis,0,1.0,0.0,0.0,0.0,65.7794693240485,8.423986187103008,1.6643957715154738,62.52010188154984,28.274251182043233,63.66540064248043,17.508280891429397,1.6159476098302825,0,0,0,0,0,0,0,0,64.32158041693876
33320,Paul Vincents Poem,2,75,21,21,9,Flat Out,8500.0,3,Skip the Storm,32,Skip Away,2,0.0,0.0,1.0,0.0,60.50736451920516,25.76344549740578,1.6738727126611586,67.25241741089982,28.52611665758502,65.4284987515542,17.33626299234924,1.6483703729329082,0,0,0,0,0,0,0,0,63.60630316615065
33321,Sirius Light,2,75,29,35,6,City of Light,20000.0,1,Flatbow,41,Broken Vow,2,0.0,1.0,0.0,0.0,70.17908789493615,42.68338089652774,1.5557988615618583,64.27345219514147,31.403293045717106,66.73003821518962,34.73859370083146,1.6128891371339182,1,0,0,1,0,0,0,0,67.59475794804602
33322,War of Honor,2,75,26,0,15,War Pass,20000.0,2,Essa's Honor,38,Montbrook,2,1.0,0.0,0.0,0.0,66.6751947376272,8.93453080450319,1.7046621819103511,64.52345219514147,25.819959712383774,62.770920878857005,21.38710344255046,1.5475524958929057,0,0,0,0,0,0,0,0,65.33644376894166
33323,Where's Elliot,2,75,26,0,15,Congaree,0.0,6,All About Allison,38,City Zip,2,0.0,0.0,1.0,0.0,61.39258914635611,18.42746978428783,1.578365750190099,69.81876175611318,25.389301103240353,66.29808870475661,34.51981514405756,1.686090648415715,0,0,0,0,0,0,0,0,65.07757449353116
33324,Wise and Elegant,2,75,35,35,6,Hard Spun,40000.0,12,You Betcha Babe,37,Yes It's True,2,0.0,1.0,0.0,0.0,68.23216841118963,41.977098901221474,1.5616833371055399,62.16295902440698,30.13139403918609,65.35353031058165,28.83035797319642,1.6124239280684949,0,0,0,1,0,0,0,0,65.6761494107245
33325,Baby Trump,2,74,20,0,14,Student Council,7500.0,3,Sunset Song,32,Dixieland Band,0,1.0,0.0,0.0,0.0,63.7312570536679,13.11358066194421,1.6501540801216634,65.35678552847482,26.403293045717106,66.97385769004552,21.66863625116189,1.7091589572102786,0,0,0,0,0,0,0,0,64.78658211530696
33326,Passed by Paul,2,74,19,18,12,Colonel John,15000.0,4,Friendofthefamily,33,Wild Rush,0,0.0,0.0,1.0,0.0,64.18046345931945,11.953585941025212,1.649823862607029,64.30581616726413,25.059965467757518,68.02924905566279,25.06204508395648,1.7083827179877125,0,0,0,0,0,0,0,0,64.80165474655159
33327,Flash of Promise,2,73,28,31,9,Flashback,7500.0,2,Future Promise,40,Officer,2,1.0,0.0,0.0,0.0,58.98264067011816,25.170096126753588,1.6288267879095109,59.252417410899824,27.75688588835425,65.87651870234657,27.765432199501024,1.7500373980877824,0,0,0,0,0,0,0,1,60.111144234225996
33328,Holy Creed,2,73,31,31,9,Jimmy Creed,7500.0,3,Bellarama,30,Old Trieste,2,0.0,1.0,0.0,0.0,66.19090723384691,36.45421571823983,1.7168429004883488,65.86780202628444,26.372270503738868,68.83509886679535,29.76676179305547,1.680828492354486,0,0,0,0,0,0,1,0,66.47444915614231
33329,Its My Town,2,73,24,0,15,Cowtown Cat,20000.0,2,Relic Notebook,36,Notebook,1,0.0,1.0,0.0,0.0,64.89670628726938,8.551097681905702,1.7014958889733773,66.1164933037907,26.80359241350957,64.75046904987609,18.340888306695604,1.6008037612394266,0,0,0,0,0,0,0,0,65.30169615744285
33330,Moped Dennis,2,73,23,20,7,Carpe Diem,25000.0,3,Twisted Sis,40,A.P. Indy,0,0.0,0.0,1.0,0.0,64.8049380198251,30.387395052733357,1.5628029771828382,65.40626356474598,24.218424349892715,67.2337085684556,31.33445268873147,1.5803384693373888,0,0,0,0,0,0,0,0,65.37971754284199
33331,Oldfashioned Style,2,73,22,19,11,Old Fashioned,8000.0,5,Smartybegone,39,Smarty Jones,1,0.0,1.0,0.0,0.0,62.31228569890827,8.46096218309383,1.732785186227873,66.1164933037907,28.530865140782296,60.89742854519644,32.315759018218884,1.5206335529769597,0,0,0,0,0,0,1,0,63.43152978756035
33332,Scrutiny,2,73,49,0,13,Awesome Again,50000.0,14,Skip A Dare,47,Skip Away,0,0.0,0.0,1.0,0.0,59.855575277522696,23.388321711073544,1.536507308124549,66.35678552847482,27.653293045717106,65.4284987515542,17.33626299234924,1.6483703729329082,0,0,0,0,0,0,0,0,62.966937386460664
33333,Super Mazz,2,73,32,0,14,Super Saver,20000.0,1,Prevention,43,Aptitude,2,0.0,0.0,1.0,0.0,63.48842888324101,27.374366998999125,1.6302746164147264,68.8400839024528,25.4611480322709,65.9722594524663,23.30448486274087,1.6556515510514447,0,0,0,0,0,0,0,0,65.73408272534894
33334,Twisted Earl,2,73,47,52,13,Twirling Candy,15000.0,1,Nibbana,51,Giant's Causeway,1,0.0,0.0,1.0,0.0,70.74696872224303,41.20606844912588,1.7792384378185115,65.10678552847482,33.06995971238377,66.00739861759916,37.64527622679458,1.609250709073076,1,0,0,0,0,0,1,0,68.06196908872757
33335,Cosmopolitan Girl,2,72,21,0,13,Lookin at Lucky,30000.0,2,Direct Deposit,33,Deposit Ticket,2,0.0,1.0,0.0,0.0,67.38695237312876,26.17136672473195,1.7061538666773388,65.35678552847482,26.403293045717106,58.07537802009987,25.10820685580031,1.2502265884142107,0,0,0,0,0,0,0,0,65.27965782454555
33336,Lady Shaman,2,72,32,36,9,Proud Citizen,7500.0,13,Love Torch,38,El Prado,0,0.0,1.0,0.0,0.0,63.2137330389905,21.298098660938724,1.746378481774026,61.35678552847481,30.48662637905044,65.0803787271707,24.08297449557491,1.5128086139676353,0,0,0,0,0,0,1,0,62.84379826353703
33337,Mikey Bananas,2,72,41,33,6,Constitution,15000.0,4,Music and Lyrics,30,Fed Biz,2,0.0,0.0,1.0,0.0,71.3952839327382,45.50260719425033,1.7119684844814957,66.02558421288161,29.80359241350957,64.8300891463561,34.23996978428783,1.703365750190099,1,0,0,1,0,0,1,0,68.53110981283108
33338,Miss Tschetter,2,72,19,15,11,Discreet Cat,20000.0,7,Conquistadordelite,28,Conquistador Cielo,2,0.0,1.0,0.0,0.0,62.71354255728131,14.973936952265683,1.6881507676921292,66.69011886180814,27.319959712383774,62.16933549631855,16.670686431362913,1.6338105116986414,0,0,0,0,0,0,0,0,64.02371320472129
33339,Scharnhorst,2,72,23,0,15,Northern Afleet,10000.0,12,Rowdy,35,Malibu Moon,2,0.0,0.0,1.0,0.0,64.77025141073358,11.582716132388843,1.7460308160243325,66.02558421288161,26.80359241350957,66.75195339381357,37.86865779961678,1.6177650182973196,0,0,0,0,0,0,1,0,65.5068731889474
33340,Blended,2,71,43,0,15,Mizzen Mast,15000.0,8,White She Devil,49,Vicar,2,0.0,1.0,0.0,0.0,63.51041769790467,26.876254482740382,1.545344163760477,67.52010188154983,23.417108324900376,65.23804230051479,20.590611315414883,1.6574549630005133,0,0,0,0,0,0,0,0,65.172950852572
33341,Figure,2,71,27,25,10,Overanalyze,10000.0,2,Armathwaite,39,Sky Classic,0,0.0,1.0,0.0,0.0,58.98553950181755,28.078933598662793,1.5598609149097955,64.35209508944652,25.78930110324035,64.3200180549582,18.12455084238741,1.6234664810511592,0,0,0,0,0,0,0,0,61.664005740458784
33342,Freebritney,2,71,19,13,6,Klimt,10000.0,2,Arrostos,31,Bodemeister,0,0.0,1.0,0.0,0.0,58.59181010150123,25.353040475457178,1.5543717515716868,67.19011886180814,27.819959712383774,62.05489008130382,42.40819893011032,1.60581861542361,0,0,0,0,0,1,0,0,62.120680164579035
33343,Just Pick it Up,2,71,32,29,8,Paynter,20000.0,4,Unbridled Diamond,40,Unbridled's Song,0,0.0,0.0,1.0,0.0,64.74369710876266,30.261113804929636,1.6405744721160582,63.440118861808145,28.069959712383774,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,64.65567806472112
33344,Kiss,2,71,28,23,5,Army Mule,10000.0,2,Nasty Noozie,40,Partner's Hero,2,0.0,1.0,0.0,0.0,67.1841135703819,30.371560440344645,1.6416126747354407,66.66295902440699,30.702822610614664,66.10254457317805,21.213734892143915,1.6016828750950496,0,0,0,0,0,0,0,0,66.8394741297101
33345,Klimtomaniac,2,71,45,32,6,Klimt,10000.0,2,Realistic,50,Tapit,2,1.0,0.0,0.0,0.0,58.59181010150123,25.353040475457178,1.5543717515716868,65.60678552847482,30.819959712383774,66.1657544237053,39.99147027528695,1.607031160335606,0,0,0,0,0,0,0,0,62.18314314927259
33346,Tempting Lady,1,71,39,43,5,Enticed,10000.0,1,Fantastic Girl,47,Pioneerof The Nile,1,0.0,1.0,0.0,0.0,63.40432963602612,28.35137717767085,1.5731361846621783,65.93467512197252,30.71268332260048,64.80367501024197,42.48732455380615,1.5744568855194012,0,0,0,0,0,1,0,0,64.49985236223974
33347,Congregation,2,70,45,0,14,Hold Me Back,6000.0,1,Megachurch,50,Pulpit,2,0.0,1.0,0.0,0.0,64.03348394226222,11.233056291312298,1.6046311428881792,66.85678552847482,24.569959712383774,68.92912981417003,31.646506977278978,1.688995738101273,0,0,0,0,0,0,0,0,65.7559863782228
33348,Dreaminofcarmela C,2,70,43,0,15,Gottcha Gold,20000.0,2,Valid Silk,49,Valid Appeal,2,0.0,1.0,0.0,0.0,64.28542842277984,19.65596776990702,1.7502568002027723,66.02010188154983,28.48853689632895,66.51474389323958,12.978104085822741,1.6840349434536148,0,0,0,0,0,0,1,0,65.22696145391829
33349,Major Pryce,2,70,16,19,6,Bucchero,20000.0,1,Groove Maker,28,Empire Maker,0,0.0,1.0,0.0,0.0,65.64271421138992,24.861317218286842,1.5751284001013863,65.10678552847482,26.153293045717106,69.03365952938701,37.32563770164891,1.6437309515485499,0,0,0,0,0,0,0,0,65.9637809700692
33350,Midnight Union,2,70,52,57,12,Union Rags,35000.0,1,Midnight Visit,53,Henny Hughes,0,0.0,1.0,0.0,0.0,63.6989059627462,36.1663280939844,1.5237423038038853,68.15209508944652,34.18930110324035,64.22192896238248,36.72225715564184,1.628552836175376,0,0,0,0,0,0,0,0,65.33597560703674
33351,Miss Mikos,2,70,24,27,5,Enticed,20000.0,1,Sarah Accomplished,36,Performing Magic,0,0.0,1.0,0.0,0.0,63.40432963602612,28.35137717767085,1.5731361846621783,68.36949566715869,28.696442149917956,68.36949566715869,28.696442149917956,1.7796383531200932,0,0,0,0,0,0,0,1,65.88691265159241
33352,Save the King,2,70,24,19,5,Preservationist,10000.0,1,My Queen,36,Forestry,2,1.0,0.0,0.0,0.0,61.44562852683395,31.59679033097211,1.4850770400608317,65.56010971859213,28.833808965277328,67.31342856701326,27.948197062472484,1.6599086178278053,0,0,0,0,0,0,0,0,63.76586694997621
33353,Spinyatta,2,70,39,51,12,Hard Spun,60000.0,6,Senora Cat,37,Cozzene,0,0.0,1.0,0.0,0.0,68.23216841118963,41.977098901221474,1.5616833371055399,66.52345219514147,28.819959712383774,64.81969385985474,18.943170766258774,1.6607448571669967,0,0,0,1,0,0,0,0,67.12224655287254
33354,Zipperini,2,70,35,0,13,City Zip,20000.0,11,Debbie Sue,34,Citidancer,0,0.0,1.0,0.0,0.0,70.0704682991447,27.638541445525185,1.7524961986855683,66.85678552847482,24.569959712383774,68.44311349594096,19.354859398682187,1.7500987693087586,1,0,0,0,0,0,1,1,68.70157610892967
33355,Buy Buy Mistake,2,69,36,0,15,Smoke Glacken,12500.0,13,Rue du Bois,45,Congaree,1,1.0,0.0,0.0,0.0,67.95226184282494,12.995542126350147,1.6459403334178218,65.75285694015435,26.80359241350957,62.67448406504715,25.60665323746126,1.757051444528933,0,0,0,0,0,0,0,1,66.39080346022357
33356,Chart Room,1,69,10,0,14,Ready's Image,6500.0,3,Valeriena,18,Unbridled's Song,0,1.0,0.0,0.0,0.0,64.61683439024657,8.05499450623415,1.718793772761836,61.377244738692696,22.48853689632895,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,1,0,63.87024076237267
33357,Janelle Dreams,2,69,14,18,11,I Want Revenge,20000.0,1,Good Intentions,26,Anet,0,0.0,1.0,0.0,0.0,57.47604754472325,29.594650551620177,1.5084617334347195,66.44011886180814,26.069959712383774,66.86780202628444,26.98765511912348,1.5579886156185834,0,0,0,0,0,0,0,0,62.02223567793715
33358,Jilly From Jersey,2,69,26,28,12,Jersey Town,10000.0,1,Timed Perfectly,38,Perfect Soul,2,0.0,1.0,0.0,0.0,64.460264522737,30.812833537637104,1.743874716086933,67.85678552847482,28.653293045717106,62.71943062566448,36.52782258368555,1.603288782630736,0,0,0,0,0,0,1,0,65.38792179018435
33359,Keen Lookin,2,69,26,14,6,Keen Ice,20000.0,2,Humble Street,38,Street Sense,2,1.0,0.0,0.0,0.0,59.3491534116259,28.133821191958084,1.5463438518894024,65.3772447386927,33.13139403918609,68.5792725978977,40.852474846553235,1.698412165151567,0,0,0,0,0,0,0,0,62.843503254040044
33360,Lightnin Fast Girl,2,69,29,0,15,Harlington,8500.0,2,Jungle Storm,41,Storm Boot,2,0.0,1.0,0.0,0.0,61.32004918419647,12.822052294779493,1.4915121380359169,65.75285694015435,26.80359241350957,62.79243606675471,19.419363332090583,1.7184616000320165,0,0,0,0,0,0,0,1,63.092389931165464
33361,Morethanfishin,2,69,31,31,11,Tale of the Cat,25000.0,16,Divine Lady,34,Kris S,2,0.0,0.0,1.0,0.0,64.76302153310198,22.892220303764308,1.61211846032953,64.40626356474598,27.52611665758502,66.1266126426979,18.75092285101655,1.6108644536396037,0,0,0,0,0,0,0,0,64.84269491061677
33362,New Rules,2,69,25,27,10,Justin Phillip,5000.0,2,Sarah Supreme,37,Golden Missile,2,0.0,1.0,0.0,0.0,60.40312695935219,28.19821685054006,1.6250428000337953,62.27345219514148,28.569959712383774,62.72613092141247,15.42832661873063,1.5729701667089109,0,0,0,0,0,0,0,0,61.40619138618749
33363,Pillow Case,2,69,27,0,13,Drosselmeyer,17500.0,1,Brilliant Disguise,39,A.P. Indy,0,0.0,1.0,0.0,0.0,60.81919822797651,14.773872617842912,1.6046311428881792,66.44011886180814,28.653293045717106,67.2337085684556,31.33445268873147,1.5803384693373888,0,0,0,0,0,0,0,0,63.748697000889436
33364,Sensational Nikki,2,69,22,0,15,Zensational,25000.0,1,Liberada,34,Spend A Buck,0,0.0,1.0,0.0,0.0,64.06754221872794,5.64343566181296,1.6478908817531353,65.75285694015435,26.80359241350957,63.305816167264126,21.059965467757518,1.6609894287886846,0,0,0,0,0,0,0,0,64.5431434635076
33365,Stifling,0,69,37,27,10,Flatter,20000.0,12,Speedy War,37,War Front,2,0.0,1.0,0.0,0.0,68.96331932176925,30.785667156547074,1.647737572200646,68.41876175611317,29.922634436573684,66.61426707105086,39.39060659368959,1.531538486969746,0,0,0,0,0,0,0,0,68.42036633618186
33366,Adventure Land,2,68,18,17,10,Gemologist,15000.0,3,Gullible,30,Yes It's True,0,0.0,1.0,0.0,0.0,65.82991155400808,30.565902459755264,1.7012088190621026,66.02345219514147,25.98662637905044,65.35353031058165,28.83035797319642,1.6124239280684949,0,0,0,0,0,0,0,0,65.8261935918908
33367,Bullet on Tap,2,68,38,31,7,Tapiture,7500.0,3,Knoxy,43,Touch Gold,2,0.0,1.0,0.0,0.0,66.01829669376794,28.465126139096604,1.629289965824964,65.60678552847482,29.819959712383774,65.68996442465435,21.84580712260832,1.7230450290582637,0,0,0,0,0,0,0,1,65.82501794554831
33368,Golden Alina,2,68,16,14,11,Gemologist,15000.0,2,Lac Dawat,28,Lac Ouimet,0,0.0,1.0,0.0,0.0,65.82991155400808,30.565902459755264,1.7012088190621026,65.66194784924525,28.076319686236843,65.94011886180814,25.73662637905044,1.6878210002534653,0,0,0,0,0,0,0,0,65.7876553535111
33369,Indiana Mac,1,68,41,0,15,Henny Hughes,25000.0,4,Time is Tight,48,Crafty Prospector,2,1.0,0.0,0.0,0.0,67.10469043902829,10.080658609143422,1.7542308667173598,65.30581616726413,25.917108324900376,60.97385986867017,14.652303043736591,1.637056269260015,0,0,0,0,0,0,1,0,65.55545985835711
33370,Mast Hystaria,2,68,26,0,15,Mizzen Mast,15000.0,8,Queenaria,38,Unbridled's Song,0,0.0,1.0,0.0,0.0,63.51041769790467,26.876254482740382,1.545344163760477,65.17549433397674,24.679962811431174,67.19858605804627,32.42629377704712,1.5784486517719196,0,0,0,0,0,0,0,0,64.64641977455113
33371,Next Tuesday,2,68,34,32,7,Kantharos,15000.0,8,Suzy'sprideofparis,33,Lemon Drop Kid,2,0.0,1.0,0.0,0.0,66.7247896513549,34.98417029616137,1.6510854355921523,65.66194784924525,29.71268332260048,66.8106287144315,33.12197790767866,1.591806906257921,0,0,0,0,0,0,0,0,66.365670880078
33372,Old Wives Tale,2,68,39,0,15,Circular Quay,20000.0,2,Folk Art,47,Bertrando,2,0.0,1.0,0.0,0.0,64.38672609757073,12.284979856191887,1.8022438334600661,68.30581616726413,23.98853689632895,64.10625141073358,21.254716132388843,1.6100308160243326,0,0,0,0,0,0,1,0,65.71633641893784
33373,Ring of Kerry,0,68,46,47,10,Flatter,20000.0,12,Just,44,Awesome Again,0,0.0,0.0,1.0,0.0,68.96331932176925,30.785667156547074,1.647737572200646,62.94472510320752,29.449193580661944,65.95300113087984,32.14281038872309,1.6399306419178823,0,0,0,0,0,0,0,0,66.40526361663923
33374,Vigo,2,68,62,58,8,Lemon Drop Kid,40000.0,17,Ruefully,52,Bernstein,2,1.0,0.0,0.0,0.0,66.58870728052362,32.79492656065881,1.5915096599511287,64.16295902440699,35.63139403918609,64.02626641927422,34.649322187414754,1.6334592147425864,0,0,0,0,0,0,0,0,65.35532926169539
33375,Astonishing Anabel,2,67,23,23,6,Practical Joke,30000.0,2,Victoria's Hope,35,Run Away and Hide,0,0.0,1.0,0.0,0.0,68.40703525665982,32.64786408597743,1.6286772050336467,63.877244738692696,32.63139403918609,62.838322884421636,35.51476158906979,1.663210956653982,0,0,0,0,0,0,0,0,65.9863017195356
33376,Buckeye Bling,2,67,26,28,8,Speightster,10000.0,1,Got Bling,38,Langfuhr,2,0.0,1.0,0.0,0.0,64.91382178526649,24.25175008530209,1.707494082489905,63.19302507892339,25.284677444035605,61.67312570536679,27.40335806619442,1.5930154080121663,0,0,0,0,0,0,0,0,63.825438526061454
33377,Felicidades,2,67,24,0,15,Congrats,20000.0,4,Hondo Creek,36,Private Terms,2,0.0,1.0,0.0,0.0,63.870868813321394,23.254421914780302,1.6640717596226962,65.57103875833616,26.80359241350957,59.95089789547708,13.595414758531579,1.4643957715154738,0,0,0,0,0,0,0,0,63.877932656399906
33378,Lady Buckeye,2,67,56,0,14,Quiet American,20000.0,20,Conjuress,55,Indian Charlie,0,0.0,1.0,0.0,0.0,57.30703565854244,11.295987913715132,1.3563463000760396,64.01481191272093,25.833658765716066,67.91041275889691,34.9566383535832,1.639864450825905,0,0,0,0,0,0,0,0,61.24526391255808
33379,Magnettes,1,67,59,0,14,Mineshaft,25000.0,8,Monashee,49,Wolf Power,3,0.0,1.0,0.0,0.0,65.81576545176627,28.524894079249567,1.6126980656807213,65.25241741089982,22.679962811431174,67.89949800923507,16.617284231043385,1.6555095135957185,0,0,0,0,0,0,0,0,65.93115352108333
33380,Majestic Heist,2,67,34,0,13,Majestic Warrior,10000.0,4,Perfect Heist,42,Half Ours,0,0.0,0.0,1.0,0.0,64.43875636759687,12.588569270306275,1.7377404107278642,59.94472510320752,31.218424349892715,59.776047544723255,30.161317218286843,1.7084617334347196,0,0,0,0,0,0,1,0,62.16643910162955
33381,Pasadena Princess,2,67,33,27,11,Tale Of Ekati,15000.0,4,Keri's Snowman,34,Frosty The Snowman,0,0.0,1.0,0.0,0.0,62.18726982475332,23.132144567026707,1.6907692740966043,64.94011886180814,28.069959712383774,66.48318664166905,25.910732042200404,1.7118347694647371,0,0,0,0,0,0,0,0,63.79515451025987
33382,Renegade River,1,67,24,0,13,Bellamy Road,20000.0,6,River Dyna,32,Dynaformer,2,1.0,0.0,0.0,0.0,62.310863934960466,14.889711983564787,1.6202564381097218,65.57103875833616,26.80359241350957,66.28570426715349,27.602428776982723,1.5893781588856113,0,0,0,0,0,0,0,0,64.0481511729709
33383,Roll Gypsy Roll,2,67,39,35,6,Lemon Drop Kid,25000.0,19,Stormy Dixie,37,Stormy Atlantic,0,0.0,1.0,0.0,0.0,66.58870728052362,32.79492656065881,1.5915096599511287,65.3925891463561,30.11496978428783,64.07871351167122,32.30333203373281,1.476488849470542,0,0,0,0,0,0,0,0,65.79356686823714
